RO_000,Two weeks together that's all it took two weeks for me to fall for you.
RO_001,"Special forces, huh? Huh?"
RO_002,Yes Sir.
RO_003,"Oh, you're on leave. I hope you're enjoying yourself."
RO_004,"Yeah, I think I am."
RO_005,Full moon tonight.
RO_006,"Actually doesn't matter where you are in the world, it's never bigger than your thumb."
RO_007,Hey pop. Got somebody I want you to meet.
RO_008,"I like you're dad, he loves you. I can tell even if you can't."
RO_009,The way people act around you it's like they're scared of you.
RO_010,Want you to get your hands off me.
RO_011,What if you're scared of what I used to be.
RO_012,You don't scare me John.
RO_013,Well you scare me.
RO_014,I gotta go back.
RO_015,Just like that.
RO_016,So where are they gonna send you? Right in the middle of it all?
RO_017,I'll see you soon.
RO_018,I'll see you soon then.
RO_019,"Dear John, tell me everything write it all down. That way. We'll be with each other all the time, even if we're not with each other at all."
RO_020,"It's a full moon here tonight, which makes me think of you. Half a world away."
RO_021,Letter number 8.
RO_022,Letter number 33.
RO_023,Dear John.
RO_024,I miss you so much. It hurts
RO_025,Request for permission to extend my tour sir.
RO_026,You've decided you're going back.
RO_027,"All I know is I want to stay here with you as long as I possibly can and I need you to tell me, I don't..."
RO_028,A lot can happen in 12 months John.
RO_029,Tonight you're here with me.
RO_030,My dad and I used to come out here. Lay down watch the lights change watch them go from green to red to yellow. You could try it if you wanted to.
RO_031,No.
RO_032,That's your problem. You don't do what you want.
RO_033,Okay. And what happens if a car comes?
RO_034,We die.
RO_035,"Some of  romances, there's shooting stars. Spectacular moment of light from the heavens."
RO_036,You just tell what you want I'm gonna be that for you.
RO_037,Leaving glimpse of eternity.
RO_038,"Windsor plantation, I'm gonna buy it one day, I'm gonna fix it up."
RO_039,"Well, what about me?"
RO_040,What do you want?
RO_041,"I want a white house, with blue shutters."
RO_042,Okay.
RO_043,Do you promise?
RO_044,I promise.
RO_045,You sent the police for me?
RO_046,It is 2:00 in the morning we sent the police.
RO_047," Mrs. Hamilton, all of these is my fault."
RO_048,"He's a nice boy, but he's..."
RO_049,He's what?
RO_050,He is trash trash trash not for you.
RO_051,"If you are not to see him anymore, and that's fine."
RO_052,"He understands, it's hard, but he really does."
RO_053,"Moods of plantation, dream house, would be able to get it now?"
RO_054,"I think a lot about why we should get married. I love you, marry me."
RO_055,Hello.
RO_056,We really loved each other didn't we.
RO_057,I hope you make the right choice.
RO_058,Gandhi said whatever you do in life will be insignificant. It's very important that you do.
RO_059,Officer those two we're just trying to stop it.
RO_060,Go home.
RO_061,I tend to agree with the first part.
RO_062, You could do worse than have a father who bails you out of jail.
RO_063,I don't want to be bailed out of anything.
RO_064,Why do you think that doesn't want to spend time with me.
RO_065,"She knows I'll take care of her, that's all there is Tyler."
RO_066,"That's all there is, not enough."
RO_067, You know you can't smoke in here.
RO_068,What? why do you have an ashtray?
RO_069,"It's a bowl, it completes the room."
RO_070, I guess it was just here to teach me.
RO_071,"You put it ghost a past couple of weeks, all right. You didn't want to go out any more."
RO_072," I had enough of this introvert stuff, okay. I already set an intervention here."
RO_073,He had got a daughter.
RO_074,Who's got a daughter?
RO_075,"The cop that busted your face all up, he's got a daughter."
RO_076, I know her she's in my global politics class.
RO_077,Go get her.
RO_078,I I don't date sociology majors.
RO_079,"Lucky for you, I'm I'm undecided."
RO_080,About what?
RO_081,Of everything.
RO_082,What desserts do you have?
RO_083, I have my dessert first.
RO_084,What is that?
RO_085,This is our appetizer.
RO_086,That's my chicks dig...You man they love this freaky poetic stuff.
RO_087,Charles it's your son.
RO_088,"Yeah, I was wondering if you wanna have dinner."
RO_089,How many?
RO_090,Three.
RO_091,"Can stand me up, but he can't stand you up."
RO_092,You gonna take care of nothing! You're irresponsible for no one! You're a kid!
RO_093,I'm going out.
RO_094,Where are you going?
RO_095,A boy from school.
RO_096,"You're kind of lost, don't you?"
RO_097,"You think you know me, you know."
RO_098,My dad just doesn't know what's going on right now.
RO_099,What's going on right now?
RO_100,"Someone's been trying to tell me something, make your yours forever. No marking on the forever part."
RO_101,You do not like this song.
RO_102,You have to turn it off.
RO_103,Please stop.
RO_104,"Life's all about moments of impact, but what if one day you could no longer remember any of them."
RO_105,Paige you're in the hospital you were in a car accident.
RO_106,Are you in any pain?
RO_107,My head hurts doctor.
RO_108,She doesn't remember me!
RO_109,Her memory is going to improve with time.
RO_110,Surprise!
RO_111,We miss you.
RO_112,"Coming home to life, I don't know that's a lot to take in."
RO_113,We'll figure this out together.
RO_114,Good morning.
RO_115,What?
RO_116,Please knock.
RO_117,"This's habit, I'm sorry"
RO_118,The last memory that I have is being engaged to Jeremy.
RO_119,Hi.
RO_120,Hi. I'm sorry. This is ah...
RO_121,Jeremy.
RO_122,Been a long time.
RO_123,I need to make my wife fall in love with me again. I want to ask you out on a date.
RO_124,This is the exact parking spot where we first met.
RO_125,I know you remember what we were like together.
RO_126,"You like this, right?"
RO_127,I'm trying!
RO_128,To save what we have.
RO_129,I'm not trying to hurt you.
RO_130,"I miss our life together, I miss being with you."
RO_131,I hope one day I can love the way that you love me.
RO_132,"You figured it out once, you'll do it again."
RO_133,New York has lost its soul.
RO_134,He's decided to hate where he's from.
RO_135,There's a John Varvatos where CGB's used to be.
RO_136,That's true.
RO_137,New York's most vibrant neighborhood at the moment is Philadelphia.
RO_138,W.F. Gerald. I just moved into 2-b.
RO_139,Thomas Webb.
RO_140,"Why so troubled, Thomas?"
RO_141,I'm having a bad day.
RO_142,What's her name?
RO_143,I'm crazy about you.
RO_144,I'm crazy about you but...
RO_145,"But, don't say his friends."
RO_146,Why?! Why is that so bad?
RO_147,What you need to do just make her afraid of something more than being with you.
RO_148,Which is..
RO_149,Not being with you.
RO_150,How am I supposed to do that?
RO_151,"Let life take over, find a window and bounce."
RO_152,What's my father doing here?
RO_153,Who's he with?
RO_154, I don't know. It's not my mother.
RO_155,"That's her, the other woman."
RO_156,Excuse me! Do you know who I am?
RO_157,Yes I do.
RO_158,You do?
RO_159,You're the boy who follows me. You're also Ethan's son.
RO_160,"You think you're gonna steal him away from my mother, and get any man you want to sit."
